Date Time,Order Number,Activity,Server
2024-05-28 02:13:00,539,Order Taken,Barista A
2024-05-28 02:14:00,508,Bill Delivered,Barista C
2024-05-28 02:15:00,616,Seated,Barista B
2024-05-28 02:16:00,626,Snack Prepared,Barista F
2024-05-28 02:16:00,531,Snack Prepared,Barista D
2024-05-28 02:16:00,508,Bill Paid,Barista C
2024-05-28 02:18:00,666,Drink Prepared,Barista E
2024-05-28 02:18:00,616,Order Taken,Barista B
2024-05-28 02:18:00,626,Snack Served,Barista F
2024-05-28 02:18:00,523,Seated,Barista C
2024-05-28 02:19:00,531,Snack Served,Barista D
2024-05-28 02:19:00,666,Drink Served,Barista E
2024-05-28 02:20:00,539,Drink Prepared,Barista A
2024-05-28 02:20:00,626,Bill Delivered,Barista F
2024-05-28 02:21:00,616,Drink Prepared,Barista B
2024-05-28 02:21:00,531,Bill Delivered,Barista D
2024-05-28 02:22:00,523,Order Taken,Barista C
2024-05-28 02:22:00,666,Snack Prepared,Barista E
2024-05-28 02:22:00,539,Drink Served,Barista A
2024-05-28 02:22:00,626,Bill Paid,Barista F
2024-05-28 02:24:00,616,Drink Served,Barista B
2024-05-28 02:24:00,531,Bill Paid,Barista D
2024-05-28 02:24:00,666,Snack Served,Barista E
2024-05-28 02:24:00,539,Snack Prepared,Barista A
2024-05-28 02:24:00,629,Seated,Barista F
2024-05-28 02:25:00,666,Bill Delivered,Barista E
2024-05-28 02:25:00,537,Seated,Barista D
2024-05-28 02:26:00,539,Snack Served,Barista A
2024-05-28 02:27:00,666,Bill Paid,Barista E
2024-05-28 02:27:00,539,Bill Delivered,Barista A
2024-05-28 02:28:00,523,Drink Prepared,Barista C
2024-05-28 02:28:00,629,Order Taken,Barista F
2024-05-28 02:28:00,537,Order Taken,Barista D
2024-05-28 02:28:00,681,Seated,Barista E
2024-05-28 02:29:00,616,Snack Prepared,Barista B
2024-05-28 02:30:00,539,Bill Paid,Barista A
2024-05-28 02:31:00,523,Drink Served,Barista C
2024-05-28 02:31:00,543,Seated,Barista A
2024-05-28 02:32:00,629,Drink Prepared,Barista F
2024-05-28 02:32:00,616,Snack Served,Barista B
2024-05-28 02:33:00,681,Order Taken,Barista E
2024-05-28 02:33:00,543,Order Taken,Barista A
2024-05-28 02:34:00,537,Drink Prepared,Barista D
2024-05-28 02:34:00,629,Drink Served,Barista F
2024-05-28 02:34:00,616,Bill Delivered,Barista B
2024-05-28 02:36:00,523,Snack Prepared,Barista C
2024-05-28 02:36:00,629,Snack Prepared,Barista F
2024-05-28 02:37:00,543,Drink Prepared,Barista A
2024-05-28 02:37:00,537,Drink Served,Barista D
2024-05-28 02:37:00,616,Bill Paid,Barista B
2024-05-28 02:38:00,543,Drink Served,Barista A
2024-05-28 02:39:00,681,Drink Prepared,Barista E
2024-05-28 02:39:00,523,Snack Served,Barista C
2024-05-28 02:39:00,629,Snack Served,Barista F
2024-05-28 02:39:00,537,Snack Prepared,Barista D
2024-05-28 02:39:00,619,Seated,Barista B
2024-05-28 02:40:00,543,Snack Prepared,Barista A
2024-05-28 02:40:00,681,Drink Served,Barista E
2024-05-28 02:40:00,629,Bill Delivered,Barista F
2024-05-28 02:40:00,537,Snack Served,Barista D
2024-05-28 02:41:00,523,Bill Delivered,Barista C
2024-05-28 02:41:00,619,Order Taken,Barista B
2024-05-28 02:41:00,537,Bill Delivered,Barista D
2024-05-28 02:42:00,629,Bill Paid,Barista F
2024-05-28 02:43:00,543,Snack Served,Barista A
2024-05-28 02:44:00,681,Snack Prepared,Barista E
2024-05-28 02:44:00,523,Bill Paid,Barista C
2024-05-28 02:44:00,537,Bill Paid,Barista D
2024-05-28 02:44:00,543,Bill Delivered,Barista A
2024-05-28 02:45:00,619,Drink Prepared,Barista B
2024-05-28 02:45:00,633,Seated,Barista F
2024-05-28 02:45:00,681,Snack Served,Barista E
2024-05-28 02:45:00,529,Seated,Barista C
2024-05-28 02:46:00,541,Seated,Barista D
2024-05-28 02:46:00,619,Drink Served,Barista B
2024-05-28 02:46:00,681,Bill Delivered,Barista E
2024-05-28 02:47:00,543,Bill Paid,Barista A
2024-05-28 02:47:00,529,Order Taken,Barista C
2024-05-28 02:48:00,619,Snack Prepared,Barista B
2024-05-28 02:49:00,681,Bill Paid,Barista E
2024-05-28 02:49:00,544,Seated,Barista A
2024-05-28 02:50:00,633,Order Taken,Barista F
2024-05-28 02:50:00,619,Snack Served,Barista B
2024-05-28 02:51:00,541,Order Taken,Barista D
2024-05-28 02:52:00,544,Order Taken,Barista A
2024-05-28 02:52:00,696,Seated,Barista E
2024-05-28 02:52:00,619,Bill Delivered,Barista B
2024-05-28 02:53:00,619,Bill Paid,Barista B
2024-05-28 02:54:00,529,Drink Prepared,Barista C
2024-05-28 02:54:00,541,Drink Prepared,Barista D
2024-05-28 02:55:00,620,Seated,Barista B
2024-05-28 02:55:00,529,Drink Served,Barista C
2024-05-28 02:56:00,633,Drink Prepared,Barista F
2024-05-28 02:56:00,696,Order Taken,Barista E
2024-05-28 02:56:00,541,Drink Served,Barista D
2024-05-28 02:57:00,633,Drink Served,Barista F
2024-05-28 02:59:00,544,Drink Prepared,Barista A
2024-05-28 02:59:00,696,Drink Prepared,Barista E
2024-05-28 02:59:00,633,Snack Prepared,Barista F
2024-05-28 03:00:00,620,Order Taken,Barista B
2024-05-28 03:00:00,529,Snack Prepared,Barista C
2024-05-28 03:01:00,541,Snack Prepared,Barista D
2024-05-28 03:02:00,544,Drink Served,Barista A
2024-05-28 03:02:00,696,Drink Served,Barista E
2024-05-28 03:02:00,633,Snack Served,Barista F
2024-05-28 03:02:00,529,Snack Served,Barista C
2024-05-28 03:03:00,529,Bill Delivered,Barista C
2024-05-28 03:04:00,541,Snack Served,Barista D
2024-05-28 03:04:00,633,Bill Delivered,Barista F
2024-05-28 03:05:00,529,Bill Paid,Barista C
2024-05-28 03:05:00,541,Bill Delivered,Barista D
2024-05-28 03:06:00,544,Snack Prepared,Barista A
2024-05-28 03:06:00,696,Snack Prepared,Barista E
2024-05-28 03:06:00,633,Bill Paid,Barista F
2024-05-28 03:06:00,541,Bill Paid,Barista D
2024-05-28 03:07:00,620,Drink Prepared,Barista B
2024-05-28 03:07:00,544,Snack Served,Barista A
2024-05-28 03:07:00,696,Snack Served,Barista E
2024-05-28 03:08:00,532,Seated,Barista C
2024-05-28 03:08:00,635,Seated,Barista F
2024-05-28 03:08:00,542,Seated,Barista D
2024-05-28 03:09:00,544,Bill Delivered,Barista A
2024-05-28 03:09:00,696,Bill Delivered,Barista E
2024-05-28 03:10:00,620,Drink Served,Barista B
2024-05-28 03:10:00,532,Order Taken,Barista C
2024-05-28 03:10:00,635,Order Taken,Barista F
2024-05-28 03:10:00,696,Bill Paid,Barista E
2024-05-28 03:11:00,542,Order Taken,Barista D
2024-05-28 03:11:00,700,Seated,Barista E
2024-05-28 03:12:00,544,Bill Paid,Barista A
2024-05-28 03:13:00,532,Drink Prepared,Barista C
2024-05-28 03:13:00,635,Drink Prepared,Barista F
2024-05-28 03:13:00,550,Seated,Barista A
2024-05-28 03:14:00,620,Snack Prepared,Barista B
2024-05-28 03:14:00,542,Drink Prepared,Barista D
2024-05-28 03:14:00,700,Order Taken,Barista E
2024-05-28 03:15:00,532,Drink Served,Barista C
2024-05-28 03:16:00,635,Drink Served,Barista F
2024-05-28 03:16:00,620,Snack Served,Barista B
2024-05-28 03:16:00,542,Drink Served,Barista D
2024-05-28 03:18:00,550,Order Taken,Barista A
2024-05-28 03:18:00,700,Drink Prepared,Barista E
2024-05-28 03:18:00,620,Bill Delivered,Barista B
2024-05-28 03:20:00,532,Snack Prepared,Barista C
2024-05-28 03:20:00,700,Drink Served,Barista E
2024-05-28 03:20:00,620,Bill Paid,Barista B
2024-05-28 03:21:00,635,Snack Prepared,Barista F
2024-05-28 03:21:00,542,Snack Prepared,Barista D
2024-05-28 03:21:00,532,Snack Served,Barista C
2024-05-28 03:22:00,622,Seated,Barista B
2024-05-28 03:22:00,635,Snack Served,Barista F
2024-05-28 03:23:00,550,Drink Prepared,Barista A
2024-05-28 03:23:00,542,Snack Served,Barista D
2024-05-28 03:23:00,532,Bill Delivered,Barista C
2024-05-28 03:24:00,700,Snack Prepared,Barista E
2024-05-28 03:24:00,622,Order Taken,Barista B
2024-05-28 03:24:00,635,Bill Delivered,Barista F
2024-05-28 03:25:00,542,Bill Delivered,Barista D
2024-05-28 03:25:00,700,Snack Served,Barista E
2024-05-28 03:26:00,550,Drink Served,Barista A
2024-05-28 03:26:00,532,Bill Paid,Barista C
2024-05-28 03:27:00,622,Drink Prepared,Barista B
2024-05-28 03:27:00,635,Bill Paid,Barista F
2024-05-28 03:27:00,542,Bill Paid,Barista D
2024-05-28 03:27:00,700,Bill Delivered,Barista E
2024-05-28 03:28:00,622,Drink Served,Barista B
2024-05-28 03:28:00,700,Bill Paid,Barista E
2024-05-28 03:29:00,550,Snack Prepared,Barista A
2024-05-28 03:29:00,560,Seated,Barista C
2024-05-28 03:29:00,639,Seated,Barista F
2024-05-28 03:30:00,547,Seated,Barista D
2024-05-28 03:30:00,703,Seated,Barista E
2024-05-28 03:30:00,550,Snack Served,Barista A
2024-05-28 03:31:00,622,Snack Prepared,Barista B
2024-05-28 03:31:00,639,Order Taken,Barista F
2024-05-28 03:32:00,550,Bill Delivered,Barista A
2024-05-28 03:32:00,622,Snack Served,Barista B
2024-05-28 03:33:00,547,Order Taken,Barista D
2024-05-28 03:33:00,622,Bill Delivered,Barista B
2024-05-28 03:34:00,560,Order Taken,Barista C
2024-05-28 03:35:00,703,Order Taken,Barista E
2024-05-28 03:35:00,639,Drink Prepared,Barista F
2024-05-28 03:35:00,550,Bill Paid,Barista A
2024-05-28 03:35:00,622,Bill Paid,Barista B
2024-05-28 03:36:00,552,Seated,Barista A
2024-05-28 03:37:00,625,Seated,Barista B
2024-05-28 03:38:00,547,Drink Prepared,Barista D
2024-05-28 03:38:00,639,Drink Served,Barista F
2024-05-28 03:39:00,552,Order Taken,Barista A
2024-05-28 03:40:00,560,Drink Prepared,Barista C
2024-05-28 03:41:00,703,Drink Prepared,Barista E
2024-05-28 03:41:00,625,Order Taken,Barista B
2024-05-28 03:41:00,547,Drink Served,Barista D
2024-05-28 03:41:00,560,Drink Served,Barista C
2024-05-28 03:42:00,639,Snack Prepared,Barista F
2024-05-28 03:42:00,703,Drink Served,Barista E
2024-05-28 03:43:00,560,Snack Prepared,Barista C
2024-05-28 03:43:00,639,Snack Served,Barista F
2024-05-28 03:44:00,560,Snack Served,Barista C
2024-05-28 03:45:00,639,Bill Delivered,Barista F
2024-05-28 03:46:00,552,Drink Prepared,Barista A
2024-05-28 03:46:00,547,Snack Prepared,Barista D
2024-05-28 03:46:00,560,Bill Delivered,Barista C
2024-05-28 03:47:00,703,Snack Prepared,Barista E
2024-05-28 03:47:00,639,Bill Paid,Barista F
2024-05-28 03:47:00,547,Snack Served,Barista D
2024-05-28 03:47:00,560,Bill Paid,Barista C
2024-05-28 03:48:00,625,Drink Prepared,Barista B
2024-05-28 03:48:00,552,Drink Served,Barista A
2024-05-28 03:48:00,642,Seated,Barista F
2024-05-28 03:48:00,564,Seated,Barista C
2024-05-28 03:49:00,547,Bill Delivered,Barista D
2024-05-28 03:49:00,625,Drink Served,Barista B
2024-05-28 03:50:00,703,Snack Served,Barista E
2024-05-28 03:50:00,642,Order Taken,Barista F
2024-05-28 03:50:00,547,Bill Paid,Barista D
2024-05-28 03:51:00,552,Snack Prepared,Barista A
2024-05-28 03:51:00,564,Order Taken,Barista C
2024-05-28 03:51:00,703,Bill Delivered,Barista E
2024-05-28 03:52:00,548,Seated,Barista D
2024-05-28 03:52:00,552,Snack Served,Barista A
2024-05-28 03:52:00,703,Bill Paid,Barista E
2024-05-28 03:53:00,642,Drink Prepared,Barista F
2024-05-28 03:53:00,704,Seated,Barista E
2024-05-28 03:54:00,625,Snack Prepared,Barista B
2024-05-28 03:54:00,564,Drink Prepared,Barista C
2024-05-28 03:54:00,552,Bill Delivered,Barista A
2024-05-28 03:55:00,704,Order Taken,Barista E
2024-05-28 03:55:00,564,Drink Served,Barista C
2024-05-28 03:55:00,552,Bill Paid,Barista A
2024-05-28 03:56:00,548,Order Taken,Barista D
2024-05-28 03:56:00,642,Drink Served,Barista F
2024-05-28 03:56:00,625,Snack Served,Barista B
2024-05-28 03:58:00,555,Seated,Barista A
2024-05-28 03:58:00,625,Bill Delivered,Barista B
2024-05-28 03:59:00,704,Drink Prepared,Barista E
2024-05-28 03:59:00,564,Snack Prepared,Barista C
2024-05-28 03:59:00,548,Drink Prepared,Barista D
2024-05-28 03:59:00,642,Snack Prepared,Barista F
2024-05-28 03:59:00,625,Bill Paid,Barista B
2024-05-28 04:00:00,642,Snack Served,Barista F
2024-05-28 04:00:00,652,Seated,Barista B
2024-05-28 04:01:00,555,Order Taken,Barista A
2024-05-28 04:01:00,548,Drink Served,Barista D
2024-05-28 04:02:00,704,Drink Served,Barista E
2024-05-28 04:02:00,564,Snack Served,Barista C
2024-05-28 04:02:00,642,Bill Delivered,Barista F
2024-05-28 04:03:00,564,Bill Delivered,Barista C
2024-05-28 04:03:00,642,Bill Paid,Barista F
2024-05-28 04:04:00,548,Snack Prepared,Barista D
2024-05-28 04:04:00,643,Seated,Barista F
2024-05-28 04:05:00,652,Order Taken,Barista B
2024-05-28 04:05:00,564,Bill Paid,Barista C
2024-05-28 04:06:00,704,Snack Prepared,Barista E
2024-05-28 04:06:00,567,Seated,Barista C
2024-05-28 04:07:00,555,Drink Prepared,Barista A
2024-05-28 04:07:00,548,Snack Served,Barista D
2024-05-28 04:07:00,643,Order Taken,Barista F
2024-05-28 04:07:00,704,Snack Served,Barista E
2024-05-28 04:08:00,548,Bill Delivered,Barista D
2024-05-28 04:08:00,704,Bill Delivered,Barista E
2024-05-28 04:09:00,548,Bill Paid,Barista D
2024-05-28 04:09:00,704,Bill Paid,Barista E
2024-05-28 04:10:00,555,Drink Served,Barista A
2024-05-28 04:10:00,705,Seated,Barista E
2024-05-28 04:11:00,652,Drink Prepared,Barista B
2024-05-28 04:11:00,567,Order Taken,Barista C
2024-05-28 04:11:00,553,Seated,Barista D
2024-05-28 04:12:00,643,Drink Prepared,Barista F
2024-05-28 04:12:00,555,Snack Prepared,Barista A
2024-05-28 04:13:00,705,Order Taken,Barista E
2024-05-28 04:13:00,652,Drink Served,Barista B
2024-05-28 04:13:00,555,Snack Served,Barista A
2024-05-28 04:14:00,567,Drink Prepared,Barista C
2024-05-28 04:15:00,643,Drink Served,Barista F
2024-05-28 04:15:00,652,Snack Prepared,Barista B
2024-05-28 04:15:00,555,Bill Delivered,Barista A
2024-05-28 04:16:00,553,Order Taken,Barista D
2024-05-28 04:16:00,652,Snack Served,Barista B
2024-05-28 04:17:00,705,Drink Prepared,Barista E
2024-05-28 04:17:00,567,Drink Served,Barista C
2024-05-28 04:17:00,555,Bill Paid,Barista A
2024-05-28 04:17:00,652,Bill Delivered,Barista B
2024-05-28 04:18:00,559,Seated,Barista A
2024-05-28 04:19:00,553,Drink Prepared,Barista D
2024-05-28 04:19:00,705,Drink Served,Barista E
2024-05-28 04:19:00,567,Snack Prepared,Barista C
2024-05-28 04:20:00,643,Snack Prepared,Barista F
2024-05-28 04:20:00,652,Bill Paid,Barista B
2024-05-28 04:20:00,553,Drink Served,Barista D
2024-05-28 04:21:00,705,Snack Prepared,Barista E
2024-05-28 04:21:00,656,Seated,Barista B
2024-05-28 04:22:00,559,Order Taken,Barista A
2024-05-28 04:22:00,567,Snack Served,Barista C
2024-05-28 04:23:00,643,Snack Served,Barista F
2024-05-28 04:23:00,705,Snack Served,Barista E
2024-05-28 04:23:00,567,Bill Delivered,Barista C
2024-05-28 04:24:00,643,Bill Delivered,Barista F
2024-05-28 04:24:00,567,Bill Paid,Barista C
2024-05-28 04:25:00,553,Snack Prepared,Barista D
2024-05-28 04:25:00,656,Order Taken,Barista B
2024-05-28 04:25:00,559,Drink Prepared,Barista A
2024-05-28 04:25:00,705,Bill Delivered,Barista E
2024-05-28 04:25:00,569,Seated,Barista C
2024-05-28 04:27:00,643,Bill Paid,Barista F
2024-05-28 04:27:00,553,Snack Served,Barista D
2024-05-28 04:27:00,559,Drink Served,Barista A
2024-05-28 04:28:00,705,Bill Paid,Barista E
2024-05-28 04:29:00,569,Order Taken,Barista C
2024-05-28 04:29:00,553,Bill Delivered,Barista D
2024-05-28 04:30:00,645,Seated,Barista F
2024-05-28 04:30:00,553,Bill Paid,Barista D
2024-05-28 04:31:00,559,Snack Prepared,Barista A
2024-05-28 04:31:00,712,Seated,Barista E
2024-05-28 04:32:00,656,Drink Prepared,Barista B
2024-05-28 04:32:00,557,Seated,Barista D
2024-05-28 04:33:00,569,Drink Prepared,Barista C
2024-05-28 04:33:00,645,Order Taken,Barista F
2024-05-28 04:33:00,559,Snack Served,Barista A
2024-05-28 04:33:00,712,Order Taken,Barista E
2024-05-28 04:33:00,656,Drink Served,Barista B
2024-05-28 04:34:00,557,Order Taken,Barista D
2024-05-28 04:34:00,559,Bill Delivered,Barista A
2024-05-28 04:35:00,569,Drink Served,Barista C
2024-05-28 04:35:00,559,Bill Paid,Barista A
2024-05-28 04:36:00,561,Seated,Barista A
2024-05-28 04:38:00,656,Snack Prepared,Barista B
2024-05-28 04:39:00,645,Drink Prepared,Barista F
2024-05-28 04:39:00,712,Drink Prepared,Barista E
2024-05-28 04:39:00,569,Snack Prepared,Barista C
2024-05-28 04:39:00,561,Order Taken,Barista A
2024-05-28 04:39:00,656,Snack Served,Barista B
2024-05-28 04:40:00,712,Drink Served,Barista E
2024-05-28 04:40:00,656,Bill Delivered,Barista B
2024-05-28 04:41:00,557,Drink Prepared,Barista D
2024-05-28 04:41:00,645,Drink Served,Barista F
2024-05-28 04:41:00,569,Snack Served,Barista C
2024-05-28 04:41:00,656,Bill Paid,Barista B
2024-05-28 04:42:00,561,Drink Prepared,Barista A
2024-05-28 04:42:00,569,Bill Delivered,Barista C
2024-05-28 04:43:00,712,Snack Prepared,Barista E
2024-05-28 04:43:00,557,Drink Served,Barista D
2024-05-28 04:43:00,645,Snack Prepared,Barista F
2024-05-28 04:43:00,662,Seated,Barista B
2024-05-28 04:43:00,561,Drink Served,Barista A
2024-05-28 04:44:00,569,Bill Paid,Barista C
2024-05-28 04:44:00,645,Snack Served,Barista F
2024-05-28 04:45:00,712,Snack Served,Barista E
2024-05-28 04:45:00,561,Snack Prepared,Barista A
2024-05-28 04:45:00,570,Seated,Barista C
2024-05-28 04:46:00,557,Snack Prepared,Barista D
2024-05-28 04:46:00,662,Order Taken,Barista B
2024-05-28 04:46:00,645,Bill Delivered,Barista F
2024-05-28 04:46:00,712,Bill Delivered,Barista E
2024-05-28 04:47:00,561,Snack Served,Barista A
2024-05-28 04:48:00,557,Snack Served,Barista D
2024-05-28 04:48:00,712,Bill Paid,Barista E
2024-05-28 04:49:00,570,Order Taken,Barista C
2024-05-28 04:49:00,645,Bill Paid,Barista F
2024-05-28 04:49:00,561,Bill Delivered,Barista A
2024-05-28 04:49:00,557,Bill Delivered,Barista D
2024-05-28 04:50:00,662,Drink Prepared,Barista B
2024-05-28 04:50:00,717,Seated,Barista E
2024-05-28 04:50:00,557,Bill Paid,Barista D
2024-05-28 04:51:00,653,Seated,Barista F
2024-05-28 04:51:00,662,Drink Served,Barista B
2024-05-28 04:51:00,562,Seated,Barista D
2024-05-28 04:52:00,561,Bill Paid,Barista A
2024-05-28 04:53:00,562,Order Taken,Barista D
2024-05-28 04:53:00,566,Seated,Barista A
2024-05-28 04:54:00,717,Order Taken,Barista E
2024-05-28 04:54:00,653,Order Taken,Barista F
2024-05-28 04:54:00,662,Snack Prepared,Barista B
2024-05-28 04:55:00,662,Snack Served,Barista B
2024-05-28 04:56:00,570,Drink Prepared,Barista C
2024-05-28 04:56:00,562,Drink Prepared,Barista D
2024-05-28 04:57:00,662,Bill Delivered,Barista B
2024-05-28 04:58:00,566,Order Taken,Barista A
2024-05-28 04:59:00,570,Drink Served,Barista C
2024-05-28 04:59:00,562,Drink Served,Barista D
2024-05-28 04:59:00,662,Bill Paid,Barista B
2024-05-28 05:01:00,717,Drink Prepared,Barista E
2024-05-28 05:01:00,653,Drink Prepared,Barista F
2024-05-28 05:01:00,670,Seated,Barista B
2024-05-28 05:02:00,566,Drink Prepared,Barista A
2024-05-28 05:02:00,717,Drink Served,Barista E
2024-05-28 05:03:00,570,Snack Prepared,Barista C
2024-05-28 05:03:00,562,Snack Prepared,Barista D
2024-05-28 05:03:00,653,Drink Served,Barista F
2024-05-28 05:04:00,670,Order Taken,Barista B
2024-05-28 05:04:00,717,Snack Prepared,Barista E
2024-05-28 05:05:00,566,Drink Served,Barista A
2024-05-28 05:05:00,570,Snack Served,Barista C
2024-05-28 05:05:00,562,Snack Served,Barista D
2024-05-28 05:06:00,717,Snack Served,Barista E
2024-05-28 05:06:00,562,Bill Delivered,Barista D
2024-05-28 05:07:00,670,Drink Prepared,Barista B
2024-05-28 05:07:00,566,Snack Prepared,Barista A
2024-05-28 05:07:00,570,Bill Delivered,Barista C
2024-05-28 05:07:00,717,Bill Delivered,Barista E
2024-05-28 05:08:00,653,Snack Prepared,Barista F
2024-05-28 05:09:00,562,Bill Paid,Barista D
2024-05-28 05:09:00,570,Bill Paid,Barista C
2024-05-28 05:09:00,653,Snack Served,Barista F
2024-05-28 05:10:00,670,Drink Served,Barista B
2024-05-28 05:10:00,566,Snack Served,Barista A
2024-05-28 05:10:00,717,Bill Paid,Barista E
2024-05-28 05:10:00,563,Seated,Barista D
2024-05-28 05:10:00,580,Seated,Barista C
2024-05-28 05:11:00,653,Bill Delivered,Barista F
2024-05-28 05:11:00,720,Seated,Barista E
2024-05-28 05:12:00,670,Snack Prepared,Barista B
2024-05-28 05:12:00,566,Bill Delivered,Barista A
2024-05-28 05:14:00,563,Order Taken,Barista D
2024-05-28 05:14:00,653,Bill Paid,Barista F
2024-05-28 05:14:00,566,Bill Paid,Barista A
2024-05-28 05:15:00,580,Order Taken,Barista C
2024-05-28 05:15:00,720,Order Taken,Barista E
2024-05-28 05:15:00,670,Snack Served,Barista B
2024-05-28 05:15:00,654,Seated,Barista F
2024-05-28 05:16:00,574,Seated,Barista A
2024-05-28 05:16:00,670,Bill Delivered,Barista B
2024-05-28 05:17:00,563,Drink Prepared,Barista D
2024-05-28 05:17:00,670,Bill Paid,Barista B
2024-05-28 05:18:00,563,Drink Served,Barista D
2024-05-28 05:19:00,654,Order Taken,Barista F
2024-05-28 05:19:00,673,Seated,Barista B
2024-05-28 05:21:00,720,Drink Prepared,Barista E
2024-05-28 05:21:00,574,Order Taken,Barista A
2024-05-28 05:21:00,563,Snack Prepared,Barista D
2024-05-28 05:21:00,673,Order Taken,Barista B
2024-05-28 05:22:00,580,Drink Prepared,Barista C
2024-05-28 05:23:00,720,Drink Served,Barista E
2024-05-28 05:23:00,580,Drink Served,Barista C
2024-05-28 05:24:00,563,Snack Served,Barista D
2024-05-28 05:25:00,654,Drink Prepared,Barista F
2024-05-28 05:25:00,580,Snack Prepared,Barista C
2024-05-28 05:25:00,563,Bill Delivered,Barista D
2024-05-28 05:26:00,574,Drink Prepared,Barista A
2024-05-28 05:26:00,673,Drink Prepared,Barista B
2024-05-28 05:26:00,580,Snack Served,Barista C
2024-05-28 05:26:00,563,Bill Paid,Barista D
2024-05-28 05:27:00,654,Drink Served,Barista F
2024-05-28 05:27:00,673,Drink Served,Barista B
2024-05-28 05:28:00,720,Snack Prepared,Barista E
2024-05-28 05:28:00,580,Bill Delivered,Barista C
2024-05-28 05:28:00,572,Seated,Barista D
2024-05-28 05:29:00,574,Drink Served,Barista A
2024-05-28 05:29:00,673,Snack Prepared,Barista B
2024-05-28 05:30:00,580,Bill Paid,Barista C
2024-05-28 05:30:00,673,Snack Served,Barista B
2024-05-28 05:31:00,654,Snack Prepared,Barista F
2024-05-28 05:31:00,720,Snack Served,Barista E
2024-05-28 05:32:00,673,Bill Delivered,Barista B
2024-05-28 05:32:00,583,Seated,Barista C
2024-05-28 05:32:00,654,Snack Served,Barista F
2024-05-28 05:32:00,720,Bill Delivered,Barista E
2024-05-28 05:33:00,572,Order Taken,Barista D
2024-05-28 05:33:00,720,Bill Paid,Barista E
2024-05-28 05:34:00,574,Snack Prepared,Barista A
2024-05-28 05:34:00,583,Order Taken,Barista C
2024-05-28 05:34:00,654,Bill Delivered,Barista F
2024-05-28 05:34:00,723,Seated,Barista E
2024-05-28 05:35:00,673,Bill Paid,Barista B
2024-05-28 05:35:00,574,Snack Served,Barista A
2024-05-28 05:37:00,654,Bill Paid,Barista F
2024-05-28 05:37:00,574,Bill Delivered,Barista A
2024-05-28 05:37:00,676,Seated,Barista B
2024-05-28 05:38:00,583,Drink Prepared,Barista C
2024-05-28 05:38:00,574,Bill Paid,Barista A
2024-05-28 05:38:00,658,Seated,Barista F
2024-05-28 05:39:00,572,Drink Prepared,Barista D
2024-05-28 05:39:00,723,Order Taken,Barista E
2024-05-28 05:39:00,676,Order Taken,Barista B
2024-05-28 05:39:00,583,Drink Served,Barista C
2024-05-28 05:40:00,578,Seated,Barista A
2024-05-28 05:41:00,583,Snack Prepared,Barista C
2024-05-28 05:42:00,572,Drink Served,Barista D
2024-05-28 05:42:00,723,Drink Prepared,Barista E
2024-05-28 05:43:00,658,Order Taken,Barista F
2024-05-28 05:44:00,578,Order Taken,Barista A
2024-05-28 05:44:00,583,Snack Served,Barista C
2024-05-28 05:45:00,723,Drink Served,Barista E
2024-05-28 05:45:00,583,Bill Delivered,Barista C
2024-05-28 05:46:00,676,Drink Prepared,Barista B
2024-05-28 05:47:00,572,Snack Prepared,Barista D
2024-05-28 05:47:00,578,Drink Prepared,Barista A
2024-05-28 05:47:00,583,Bill Paid,Barista C
2024-05-28 05:48:00,723,Snack Prepared,Barista E
2024-05-28 05:48:00,676,Drink Served,Barista B
2024-05-28 05:48:00,572,Snack Served,Barista D
2024-05-28 05:49:00,578,Drink Served,Barista A
2024-05-28 05:49:00,589,Seated,Barista C
2024-05-28 05:50:00,658,Drink Prepared,Barista F
2024-05-28 05:50:00,723,Snack Served,Barista E
2024-05-28 05:50:00,572,Bill Delivered,Barista D
2024-05-28 05:52:00,676,Snack Prepared,Barista B
2024-05-28 05:52:00,658,Drink Served,Barista F
2024-05-28 05:52:00,723,Bill Delivered,Barista E
2024-05-28 05:53:00,589,Order Taken,Barista C
2024-05-28 05:53:00,572,Bill Paid,Barista D
2024-05-28 05:53:00,676,Snack Served,Barista B
2024-05-28 05:54:00,578,Snack Prepared,Barista A
2024-05-28 05:55:00,658,Snack Prepared,Barista F
2024-05-28 05:55:00,723,Bill Paid,Barista E
2024-05-28 05:55:00,676,Bill Delivered,Barista B
2024-05-28 05:55:00,576,Seated,Barista D
2024-05-28 05:57:00,578,Snack Served,Barista A
2024-05-28 05:57:00,658,Snack Served,Barista F
2024-05-28 05:57:00,726,Seated,Barista E
2024-05-28 05:58:00,676,Bill Paid,Barista B
2024-05-28 05:59:00,589,Drink Prepared,Barista C
2024-05-28 05:59:00,576,Order Taken,Barista D
2024-05-28 05:59:00,578,Bill Delivered,Barista A
2024-05-28 05:59:00,658,Bill Delivered,Barista F
2024-05-28 05:59:00,679,Seated,Barista B
2024-05-28 06:00:00,589,Drink Served,Barista C
2024-05-28 06:00:00,658,Bill Paid,Barista F
2024-05-28 06:01:00,726,Order Taken,Barista E
2024-05-28 06:01:00,578,Bill Paid,Barista A
2024-05-28 06:02:00,584,Seated,Barista A
2024-05-28 06:03:00,576,Drink Prepared,Barista D
2024-05-28 06:03:00,589,Snack Prepared,Barista C
2024-05-28 06:03:00,664,Seated,Barista F
2024-05-28 06:04:00,679,Order Taken,Barista B
